id	account_name	biz	total	yxgm	yxpl	rkd	read_count_d	frequency_d	like_count_d	is_original	qr_code_url	brief_intro
MzA5OTk2NjYwMg==	年糕妈妈	niangao-mama	78.39	88.0	65.98	79.01	18117346.0	183	182643.0	154.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491292963&ver=1&signature=CBM49YmsHp6Iba5*8qz1*NT9XbpHxLshWxGvgJgTXKPsZ00w-NxMrE-lI9e1rYGiZzNg3IKVPkGedGGG8kODsndEFQ8c37T*6uubtV*go0o=	浙江大学医学硕士，700万妈妈关注，宝宝的吃喝拉撒、生长发育、智力启蒙、性格培养，这里全都有!
MjM5MDQ1ODk5NA==	小红书App	xhsapp	78.18	88.61	76.03	67.54	20367362.0	406	31471.0	390.0	http://open.weixin.qq.com/qr/code/?username=xhsapp	“爱马仕级”生活指南！【全球最好用】系列专题鼻祖。一起找到全世界的好东西，发现全世界的好生活……
MzAwODEzNzk5MQ==	妈妈之家孩子教育	mmzjjy	78.15	86.22	75.16	71.25	12921309.0	379	55643.0	0.0		妈妈宝宝分享乐园，妈妈是一个孩子最温暖的港湾，做一个负责任的妈妈，给孩子一个最美好的未来。
MzA4NDAxMTQyNA==	育儿亲子早教经	hfsbys	78.06	81.58	87.86	63.94	5355597.0	1036	18131.0	0.0	http://open.weixin.qq.com/qr/code/?username=hfsbys	育儿亲子早教经，检讨100件育儿蠢事，分享育儿经验，亲子教育，早教知识等内容。
MzIyMjAyOTA0Mg==	瑜伽教室	yujiai8	78.06	84.67	91.15	56.86	9640568.0	1344	6116.0	0.0		每天教你一招简单瑜伽动作,让你轻松保持完美身材！
MzAxOTE4NDE4Mg==	妈宝大派对	mbdpdi	77.96	86.16	75.09	70.79	12783818.0	377	51815.0	0.0		分享育儿新鲜资讯，及时传递育儿资讯。育儿不易，从这里学起，还在等什么，快来关注吧
MjM5MDcyNzA0NQ==	呵护育儿	hoso-123	77.93	84.38	85.27	62.68	9108855.0	844	14935.0	22.0	http://open.weixin.qq.com/qr/code/?username=hoso-123	科学育儿知识传播平台，专业医护人员不定时在线解答育儿难题；妈妈达人育儿经验分享平台
MjM5NzA4MTgyMA==	一直特立独行的猫	niubicat	77.91	84.97	73.26	73.9	10195258.0	326	83425.0	91.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491293125&ver=1&signature=ByPVlnzXuGzASROIuJt-15vvOadry8EUZu0l6Os04nsmco-KoxIay8iqOljY11d5gtlssfMs*OmUaAVeTgm0HxGtPLiWMdw-2ACsBSB67I4=	【下班后】品牌大本营.犀利，真实，一针见血，直扎你生活中最慵懒，想要逃避的地方，送给正在迷茫彷徨，而又渴望迅速成长的你.从平凡的生活中，找到最痛的自己，积极行动，成为自己的英雄.
MjM5NDAxNDY0MA==	日本流行每日速报	zhepen	77.84	84.67	79.15	68.16	9638467.0	520	34608.0	194.0	http://open.weixin.qq.com/qr/code/?username=zhepen	用传统媒体以外的视角，分享日本的那些事... 每日速报日本流行时尚、萌物、趣闻、资讯，分享日本新鲜事！！
MzAwNjEzNzIzMw==	母婴育儿生活馆	myyshgu	77.82	86.06	74.82	70.71	12546161.0	369	51179.0	0.0		孩子的健康是我们最大的心愿，孩子的快乐成长是我们最大的安慰，分享和孩子一起成长的快乐瞬间。欢迎大家关注母婴育儿生活馆
MjM5MzEwMDAyMA==	Ayawawa	ayawawavip	77.81	88.1	67.35	75.65	18477526.0	204	109112.0	170.0	http://mp.weixin.qq.com/mp/qrcode?scene=10000004&size=102&__biz=MjM5MzEwMDAyMA==&mid=2652526162&idx=1&sn=4e5226c5b9d735b0a0e23f513886677b&send_time=	花镇联合创始人、百万畅销书作家，女性贴心择偶顾问，爱情风险预控专家。每天提供最实际的爱情方法论，只有你不知道的技巧，没有你搞不定的关系！著有畅销书《完美关系的秘密》《聪明爱》等
MjM5MjUxMjE0MQ==	石榴婆报告	love16po	77.75	88.7	67.53	74.55	20700207.0	207	92212.0	6.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491293020&ver=1&signature=rbcWnd8LTWJKnMqoxvRGyK3r0ZAOhhl-VLPkKMExao9DSJbfPztZfBgNDIBwba8M2l0TPSmpGWtsXGELyMlv4hFr4kiGIrC2W9iHKekwtAU=	好莱坞娱乐八卦，影视讯息，外国明星街拍，穿衣搭配.欢迎每天听婆婆瞎扯.
MjM5MzczNjM2MA==	我实在是太CJ了	cj10141234	77.7	87.18	65.63	78.16	15529471.0	178	160325.0	127.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491293045&ver=1&signature=he*14yCNbGlRgPB6rR07eXW68Opn1SrRsOo4MlLpPMVb5*n1Mdmim0NhwBkGl5nrBXdJ37QzWdFgtwoFaxsVleoOJIYmYSH9IaYZzPGtbIs=	天涯娱乐八卦版版主，微博号@八卦_我实在是太CJ了 ，一起聊聊娱乐圈八卦，其他号都是山寨.
MzAxODEzNzQ0OA==	育儿宝典	yebbdd	77.69	85.96	74.72	70.51	12311887.0	366	49619.0	0.0		育儿宝典，提供育儿资讯，育儿常识，是您私人的育儿专家。
MzA5ODg2MTk4Nw==	新生儿护理	Newbaby365	77.63	82.76	83.47	65.51	6699336.0	732	23067.0	1.0	http://open.weixin.qq.com/qr/code/?username=Newbaby365	专注于新生儿护理，传播更健康更先进的新生儿护理理念，让宝宝健康茁壮成长。
MzA4NjgwMzM4NA==	DrG科学育儿	imingbailema	77.61	84.19	84.39	62.75	8797309.0	787	15111.0	349.0	http://open.weixin.qq.com/qr/code/?username=imingbailema	给你最需要的育儿干货！每周一条原创亲子视频，成为更好的妈妈！
MjM5NTc4NTI3NQ==	母婴生活乐园	myshlyu	77.59	85.87	74.4	70.63	12104108.0	357	50561.0	0.0		让你看到不一样的萌妈，感受当妈妈的美好。在这里，有你孩子的一片天地，请大家关注这里，给孩子的未来更多的美好
MjM5NDE5NTc0MA==	宝宝饿了	baobaoele	77.51	79.17	90.31	62.66	3390479.0	1258	14888.0	0.0	http://open.weixin.qq.com/qr/code/?username=baobaoele	宝宝饿了，可能是微信里最大最活跃的亲子微分享社区。专注宝宝成长的方方面面，给你不一样的亲子体验。育儿百科，妈妈厨房，专家问答，亲子教育，经验分享……每天都有更新&nbsp;，更有专家在线答疑，期待您的参与！
MzAwMDc2ODEyMQ==	及格妈妈	mamajige	77.39	86.19	78.95	65.04	12869642.0	512	21455.0	41.0	http://open.weixin.qq.com/qr/code/?username=mamajige	欢迎关注及格妈妈，广东医学院临床医学儿科权威医师以及国家公共营养师，给各位宝妈在线解答有关儿童身心发育、保健以及疾病防治等问题。关于儿童的呼吸、消化、循环、神经、血液、肾脏、内分泌、遗传代谢、免疫及新生儿医学等医学上的问题。
MjM5NDc1NDEyMA==	文怡家常菜	wenyijcc	77.37	85.65	77.46	67.13	11610417.0	455	29550.0	358.0	http://mp.weixin.qq.com/mp/qrcode?scene=10000004&size=102&__biz=MjM5NDc1NDEyMA==&mid=2651834685&idx=1&sn=3f240c3a1ca277c6abc004a0f38f3411&send_time=	《文怡家常菜》官方微信
MjM5MzEyMzg3Ng==	家庭育儿堂	CandyBook8	77.34	85.03	76.69	68.55	10318511.0	428	36726.0	132.0	http://open.weixin.qq.com/qr/code/?username=CandyBook8	科学家庭育儿0-6岁亲子教育官方平台！已有百万宝爸妈跟您一起关注我们，宝宝的早教、智力开发、性格培养、情商教育、家庭亲子关系处理，点关注就搞定！
MzIyMzE1MzQxMg==	mom看世界	xyzmom	77.33	85.54	75.02	69.59	11358941.0	375	43076.0	0.0		留美博士妈妈，大学老师，女汉子一个，教得了大学生，带得了娃，“管”得了老公。。。爱读书，爱旅行，想要告诉孩子的都在书和路上~  期待在这儿和姐妹们一起学习，一起成长，做个棒棒的妈妈~
MjM5MzM4NzEwMA==	北京妈妈网	bjmamacom	77.17	80.37	85.88	64.53	4256842.0	886	19830.0	23.0	http://open.weixin.qq.com/qr/code/?username=bjmamacom	①【关注即送】育儿干货大礼包，让妈妈成为最好的妈妈；&nbsp;②北京千万父母都关注的亲子育儿平台，妈妈的世界，只有妈妈懂！&nbsp;③宝宝用品免费试用，就等你来啦！
MzA3MDU5MzUwNg==	向辣妈进军	doris6250	77.01	83.66	79.97	65.91	7954468.0	555	24516.0	0.0	http://open.weixin.qq.com/qr/code/?username=doris6250	辣妈标志：厨房、老公、孩子之外，拥有自己的一片天地！修养、涵养、保养“三效合一”！美力、能力、魅力“三力齐备”！<br/>您是辣妈一族吗？其实，成为辣妈，一点儿也不难！
MzA3NTk4MzMzOQ==	爸妈邦	ibamabang	76.95	80.34	75.81	73.94	4230716.0	399	83987.0	0.0	http://open.weixin.qq.com/qr/code/?username=ibamabang	爸妈邦微矩阵，影响500万父母。拥有强大专家阵容，提供权威可检索的【孕育大百科】、实用工具，内容涵盖最新孕育知识和理念，传递全球育儿资讯。线下组织专家与社区、大学及企事业单位合作开展各类活动，为大家提供高品质生活服务。&nbsp;无关注，不爸妈！
MzAxMjExODg3MQ==	荷包	hebaolicai	76.9	84.68	66.78	77.49	9658187.0	195	144818.0	3.0	http://open.weixin.qq.com/qr/code/?username=hebaolicai	来调戏我，还有钱拿哦~
MzAwNDIxMjk0Nw==	蓝小姐和黄小姐	misslanmisshuang	76.86	85.05	69.13	74.54	10360431.0	235	92057.0	174.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491292920&ver=1&signature=zpAEgIvHgC45X1smNlYMHd*XYMn6Mk-5*0w8brGRwQhNgeVdjXRZi1ixePpz0fEtJpjg25UPc0tel7yDiem9VV*Fu7qsMgb70j1Tmnuf5wE=	关于这个浮华世界的小角度研究报告
MjM5OTAyNzIxMQ==	深八深夜八卦	shenyebagua818	76.57	87.62	66.45	73.16	16885254.0	190	74580.0	0.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491292996&ver=1&signature=QsU9N22V9QBmKVa1UcTWoEs6RyLac6E0pbzch3PQWcyIV2-*1QW*wXG35u2FbLqKo3oZ5fi*jS-lSakp1ChZYgrEwAMTYmJRrmEOYgDEGg8=	全是路透社小道消息，只在深夜放送，八完你就洗洗睡.【合作联系QQ:2086372486】 另外，我们尊的没有开微博 ( ?? .? ?? )
MjM5OTA5NjcwOA==	宝宝餐餐见	kidsfood	76.52	85.21	80.04	62.35	10681331.0	558	14199.0	186.0	http://open.weixin.qq.com/qr/code/?username=kidsfood	宝宝的每一餐，是妈妈表达爱最好的机会。妈妈的味道，是健康，是营养，是美味。和我们一起，按宝宝月龄做辅食，做儿童餐，精选食材做营养搭配，让宝宝身体棒棒嗒！出得了厅堂的妈妈会多一项本领哦！
MzA3NTQwMDAwMw==	宝宝健康食谱	baobaoshipu521	76.44	84.34	80.94	62.27	9043611.0	599	14039.0	482.0	http://open.weixin.qq.com/qr/code/?username=baobaoshipu521	专注0-6岁宝宝科学喂养，每日原创更新，已超过400多道，营养师精心搭配！包括宝宝分月龄辅食、儿童营养餐、食疗系列，让我们一起行动，用爱填满宝贝的胃！
MzAxNjcyOTI5NQ==	风茕子	gushirenxing	76.41	84.06	64.83	78.6	8585253.0	167	171528.0	109.0	http://open.weixin.qq.com/qr/code/?username=gushirenxing	曾经的记者、编辑、期刊写手.主营男欢女爱,其它遇到啥BB啥.(风茕子唯一个人公众号.)
MzA3ODM2MTgzNg==	养育男孩	breedboy	76.37	83.55	74.19	69.76	7792831.0	351	44263.0	161.0	http://open.weixin.qq.com/qr/code/?username=breedboy	资深童书编辑鱼爸，每天为您原创分享亲子养育常识、亲子阅读推广、家庭关系建造知识！
MzA3NzQxNzQyOA==	点点家的土小豆	lidiandianVIP	76.21	83.44	69.86	73.7	7625077.0	249	80958.0	79.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491292838&ver=1&signature=HBHCZd735cHZQnhYXiL-giZq38RPyV4wJzRIK2NBDMu3dj6ASm*6Ml97NExP-UE0UHX0Y0uYOuBG8Wv-Awtb7u6oFhLyifLb8CO2CkKSeRU=	李点点，80后，绘本漫画家，现旅居德国，育有一子名叫土豆，用轻松幽默的漫画记录着土豆的成长，以及不一样的德国育儿理念.被千万妈妈称为:妈妈们的发言人.代表作:《萌宝土豆在德国》.
MzA4NjEwMTAwMw==	积木育儿	jingguanyuer	75.83	80.59	84.64	61.17	4442081.0	803	11844.0	324.0	http://open.weixin.qq.com/qr/code/?username=jingguanyuer	观察、观点、关爱，尽在“积木育儿”！&nbsp;关注最困惑的育儿难题，传递系统科学的育儿知识，一对一答疑解惑，“静”距离为您贴心打造育儿方案。
MzA4NDAyMzgxMw==	辣妈学堂	viplama	75.8	81.29	79.53	65.33	5067221.0	536	22448.0	0.0		辣妈学堂为你提供最专业的育儿百科，最健康的饮食搭配，最时尚的瘦身秘笈，让你变身最给力辣妈。
MjM5ODAyMTY2MA==	妈妈帮	mmbang_com	75.65	82.18	80.2	63.08	5999478.0	565	15876.0	190.0	http://open.weixin.qq.com/qr/code/?username=mmbang_com	立足母婴人群，撰写、整编专业、新鲜的孕育知识，跟进社会热点，深度解析行业错误孕育理念，分享健康、快乐、追求育儿品质的妈妈的生活经，传播正能量。
MjM5MDQ1MzUwOQ==	天才宝宝	aplusbaby	75.31	83.18	78.11	62.87	7253267.0	479	15393.0	21.0		专业儿童心理专家坐阵，帮助爸妈解决育儿难题。孩子的早期教育、性格培养、智力启蒙、营养健康等知识都能在这里找到答案。还有原创大头爸爸讲故事。和你一起养育出健康、快乐、阳光的聪明宝宝！
MzI0MjE4ODYwMg==	宝宝辅食微课堂	zuofushi	75.15	85.32	77.52	60.31	10900823.0	457	10386.0	452.0	http://open.weixin.qq.com/qr/code/?username=zuofushi	用视频的方式分享0~3岁宝宝辅食，300多部宝宝辅食视频，让妈妈们更直观的了解婴儿辅食餐。育儿路上有我，不再为宝宝添加辅食而烦恼。
MzI5ODA4NTMyMA==	窈窕妈妈	iiimum	75.14	85.3	64.45	73.37	10856095.0	162	76974.0	7.0	http://open.weixin.qq.com/qr/code/?username=iiimum	仅限妈妈关注。
MjM5MDMxOTIyMA==	母婴育儿问答	muyingwenda	75.1	81.74	81.19	60.88	5520225.0	611	11334.0	6.0	http://open.weixin.qq.com/qr/code/?username=muyingwenda	实时解答育儿疑问，分享先进育儿思路和教育理念，与30万妈妈一起科学育儿！
MzAxODAxODMzMw==	同龄圈	tonglingquan	74.78	80.2	81.31	61.62	4122440.0	617	12703.0	0.0	http://open.weixin.qq.com/qr/code/?username=tonglingquan	同龄圈，国内最权威的母婴知识平台，由专业妇产科及儿科医生运营，为宝妈们提供各种孕期知识、产后护理及育儿指导，是怀孕育儿的好帮手。
MzAwNDk3ODY4OA==	贤爸科学馆	xbkx360	74.71	80.76	68.58	73.43	4581274.0	225	77642.0	129.0	http://open.weixin.qq.com/qr/code/?username=xbkx360	每晚7点，跟贤爸玩科技手工游戏，让孩子动手动脑，陪娃更轻松！
MzA4OTM0MDk1Nw==	苏心	suxin98498	74.57	82.64	65.84	73.41	6556595.0	181	77422.0	102.0	http://mp.weixin.qq.com/mp/qrcode?scene=10000004&size=102&__biz=MzA4OTM0MDk1Nw==&mid=2651530462&idx=1&sn=2350ecaa895f8fb8cfea52c8df1b56a8&send_time=	专栏作者，流行期刊写手，自媒体人。驰骋职场，也热爱文字。关于职场，关于生活，关于婚姻，我手写我心。
MjM5NzMzNzc5Nw==	孕育管家	huaiyunguanjia	74.52	81.31	79.56	61.17	5093678.0	537	11850.0	138.0	http://open.weixin.qq.com/qr/code/?username=huaiyunguanjia	你的私人孕育家教，从备孕到育儿提供无数干货，伴你成为科学育儿专家！
MzA5ODY3NzYxNg==	亲子育儿百科	Lama920	74.31	77.4	90.23	54.61	2420315.0	1250	4331.0	0.0	http://open.weixin.qq.com/qr/code/?username=Lama920	最专业的妈妈育儿百科知识，最健康的饮食搭配，最时尚的美容瘦身秘笈，在这里和妈妈们一起交流育儿心得，分享宝宝趣事，女人，你需要一个专属于自己的平台。
MzA3MTk3NDgyOA==	西瓜妈妈育儿	mamaquan001	74.17	80.2	79.86	61.09	4125585.0	550	11706.0	53.0	http://open.weixin.qq.com/qr/code/?username=mamaquan001	当妈不易，养娃艰辛，育儿路上我陪你。我是西瓜妈妈。每天与你分享0-3岁育儿知识，交流育儿经验，帮你轻松解决育儿难题，让你成为最好的妈妈。
MzAwMjMwNzM5MA==	向辣妈进军	xlamajj	74.15	79.08	82.96	59.3	3333719.0	703	8898.0	0.0	http://open.weixin.qq.com/qr/code/?username=xlamajj	与辣妈们交流育儿经验。每天推送一期妈妈们关心的热点话题！一起来做个时尚辣妈，更要做个好妈妈。
MzA4ODYxMjk2NA==	辣妈养娃妙计	mengbaolaijihe	74.14	79.34	82.72	59.18	3497565.0	690	8739.0	0.0	http://mp.weixin.qq.com/mp/qrcode?scene=10000004&size=102&__biz=MzA4ODYxMjk2NA==&mid=2651149962&idx=1&sn=08c09dc3dfc68533f48f353f8b911148&send_time=	正牌宝妈联盟委员会会长（合作Q：2850170723）
MjM5NDQ4MTU1MA==	宝宝每日食谱	baobaochisha	74.13	76.37	91.1	54.42	1992730.0	1339	4210.0	0.0	http://open.weixin.qq.com/qr/code/?username=baobaochisha	专注在0到6岁宝宝辅食，膳食搭配，营养均衡，科学喂养。宝宝每日食谱，宝宝科学喂养好帮手。
MjM5NjM4MzQyMA==	成长路上好爸妈	mama_cn	74.07	80.16	78.6	62.06	4093238.0	498	13594.0	32.0	http://open.weixin.qq.com/qr/code/?username=mama_cn	为中国父母打造的“教育口袋书”式公众号。每天5分钟，教子好轻松，靠谱接地气的教育理念和方法，不鸡汤不毒舌不刻板，只做爸妈们最需要的家庭教育指导！
MzA3Njk2MDUyMg==	小柚驾到	xiaoyoucoming	74.05	80.93	74.15	65.53	4733070.0	350	23124.0	127.0	http://open.weixin.qq.com/qr/code/?username=xiaoyoucoming	科普界段子手，情感圈泥石流。带你探索身体的小幂幂，看穿爱情的小把戏~
MjM5ODQzNjAwMA==	宝宝树	babytreemika	73.96	79.26	80.75	60.68	3446992.0	590	10997.0	121.0	http://open.weixin.qq.com/qr/code/?username=babytreemika	来自新浪微博认证资料：中国最具影响力的亲子交流平台&nbsp;宝宝树网站babytree.com官方微博&nbsp;@&lt;br/&gt;&nbsp;宝宝树育儿网&lt;br/&gt;&nbsp;
MjM5ODEyODc2MQ==	粥悦悦	yuema2013	73.91	83.85	59.92	75.72	8244452.0	113	110431.0	74.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491293229&ver=1&signature=dC5dZvXsjR1DW-p4c1CZ4RdnrxipT5OljkKzqtkFOw7muaOs7ZGSEKauchrRnoB*NNrgS9wEizBV5uy2H73nppRwcyRocMFAf8XV4WbjcYE=	粥悦悦，绘本漫画家、畅销书作家，三胎妈妈.出版物:《悦妈怀孕日记》、《悦妈成长记》、《小花生米在长大》、《悦妈这一家》、《1.5米的四口之家》等.合作联系chauyue@vip.qq.com
MzIxMDI2NzM1OQ==	草莓妈妈	icaomeimm	73.82	83.91	74.15	61.12	8332370.0	350	11768.0	8.0	http://open.weixin.qq.com/qr/code/?username=icaomeimm	一起来聊聊当妈妈的那些事儿！在这里，你可以①参与专享活动拿好礼；②第一手有趣的育儿经验；③育儿疑问、妙招、生活小常识统统都有哦~
MzIxNTAxMTQ2Nw==	发现妈妈	vipfx77	73.8	84.03	64.37	70.68	8524061.0	161	50945.0	0.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491292863&ver=1&signature=prg2HFsuuIG9ykzanB1gFcqOTIsz4s4JgMXnxWwufB4khF-4wF47PhNwVa3Qc6pO-SWAheALup*ljNkuFUOTR8ZLkBuDTDupWTGSvHeT9qM=	在这里与百万妈妈交流育儿经验.每天推送一期妈妈们关心的热点话题!第一时间获取母婴团情报.
MjM5MjQ0MzMwMA==	父母堂	askjane	73.8	80.45	78.11	61.35	4322147.0	479	12188.0	265.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491106712&ver=1&signature=M2KIqmy9hDMvIfGGljHVoNMk*hq8KNhNNTqCyx4OJJBRzAPBN8L2Rdou7AI66wWwoxB9dWny4MK4QVhxj-uzPFKBoAVZl*8BEBAAvm7Cq7k=	育儿微门户，被上海市科协评为“2015十大科普公众号”.由中西合璧亲子专家妈咪Jane创建，汇聚全国百位专家，服务孕产-10岁家庭，提供养、护、教国际化育儿新视野.有宝宝爱听的原创故事电台，为您的育儿问题支招.
MzAwNTI3NDgzMg==	新概念育儿	xingainianyuer	73.75	79.79	83.4	56.69	3813723.0	728	5959.0	15.0	http://open.weixin.qq.com/qr/code/?username=xingainianyuer	专注于0-12岁孩子的早期开发和教育！
MzAwMDMxMTExNQ==	六妈罗罗	liumaluoluo	73.63	85.57	67.23	65.38	11433086.0	202	22600.0	104.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491106045&ver=1&signature=FRkhdjlGP9mTGK6q1BESwO4BaA86FxVlum3XzJypoOHobDjuWkPdiWbCl3hh8Uc40dO7uv*zpx*1whILFZ1qvwfEl73IdtmJGAWksWYA4II=	六妈关于婴幼儿辅食喂养以及儿童教育、亲子游攻略的靠谱分享，以及少而精的独家团购.
MzA4NjYwODU3NQ==	暖暖妈爱分享	nnmafx	73.58	85.64	66.59	65.79	11576960.0	192	24052.0	118.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491106075&ver=1&signature=Cwl5kNc9nIacYeAiRysEpUdUKmp9VjaSBGuR1MOVotGu-Dm1FP7wiacKAmhmD2xuhnnYQIHW7iQlMR8kX2V4b6jOfrBEVuAeoM6XDS6GZRw=	北大硕士妈妈，原世界顶级咨询公司咨询顾问，100万妈妈育儿路上的温暖陪伴!专注科学育儿、幼儿教育、剁手推荐、旅行攻略.
MzAwNDA4MzI0OQ==	非常儿女	inernv	73.57	81.44	72.08	65.41	5212210.0	297	22692.0	0.0		每天晚8:00，专业的孩子成长顾问，为千万家长准备专业的智慧育儿，儿女教养，营养早餐，八卦爸妈等~~辣妈潮爸关心的话题。
MjM5OTM4NTY3MQ==	育儿智库	yuerzhiku	73.49	75.44	90.16	54.44	1669915.0	1243	4220.0	0.0	http://open.weixin.qq.com/qr/code/?username=yuerzhiku	专注在0到6岁育儿经验分享
MzA5ODE5NjUzOQ==	婴童CEO智库	muyingCEO	73.41	83.87	75.09	58.92	8280367.0	377	8399.0	48.0		婴童CEO智库，专注母婴行业，分享0—6宝宝靠谱养育知识，助你科学育儿，是妈妈和母婴店导购的贴心好帮手！
MzA3MzEzODkyNg==	宝宝树孕育	babytree_pregnancy	73.4	80.6	77.18	60.8	4447464.0	445	11198.0	81.0	http://open.weixin.qq.com/qr/code/?username=babytree_pregnancy	宝宝树孕育是深受中国妈妈们喜爱的备孕、怀孕、育儿全程呵护陪伴应用，由宝宝树荣誉出品，包含孕育知识、经验交流、安全的母婴电商购物以及各种孕育工具，是妈妈从怀孕到宝宝六岁过程中不可或缺的好帮手！
MzIyOTI1MjM4Mg==	拜托了妈妈	baituoleweibao	73.35	84.05	74.19	59.38	8565902.0	351	9004.0	270.0	http://open.weixin.qq.com/qr/code/?username=baituoleweibao	最权威的育儿节目公众号，跟最专业的育儿专家学知识，宝宝的吃喝拉撒、生长发育，各个阶段的原创育儿干货都在这里
MzA5ODAzMzcyMA==	孩子王童乐园	lovekidspark	73.34	78.32	79.74	60.82	2883418.0	545	11224.0	23.0	http://open.weixin.qq.com/qr/code/?username=lovekidspark	孩子王童乐园是孩子王专为0-8岁（130CM)以内宝宝设计，它不只是一个品牌，更像是我们的孩子从出生牙牙学语到蹒跚学步，我们一直想让它更好，它不仅是一个游乐园、承载爱与欢乐的地方，更是一个给孩子成长帮助的平台、孩子与孩子分享交流沟通的空间。
MjM5NzU4NTI2MA==	悠悠H	youyouh123	73.12	79.38	59.36	79.2	3526971.0	108	188170.0	56.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491106118&ver=1&signature=cmW4OVnJq6D0-UgMmO2YA*pc35*5L5eGshYTelPzoETS2wVdIpO1scoAq2OHQpABW9hjU3IMS5zBlYbFUtglORjplsfl0JXjesyqMTxWqWY=	育儿美食名博，签约自媒体，内容主要包括育儿、美食、亲子游等，数百篇文章被推荐至多个自媒体首页等，数十篇文章已发表，曾参与品牌橄榄油美食DIY和宝宝萌娃赛录制，还曾担任达能中外妈妈为育儿而战的中国妈妈，...
MjM5MTE3MTM1NQ==	echo小茵茵	echoxiaoyinyin	73.04	81.81	66.59	68.74	5595615.0	192	37865.0	122.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491106062&ver=1&signature=YZ79dCSDKukY0LG-FABbsoJp-SxlYjaRj5sZXniaOEQbGEGLJlGfuspZYBMW4aqXlTKz5etMQ5S9Vfix63Cody0mvC10BxNmavoaqEiSlIY=	一个会画画，会带娃的美少女
MzA5NjMxNjMxNw==	牛妈彭小蹦	pengxiaobeng	73.02	80.72	65.84	70.77	4546050.0	181	51676.0	103.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491106093&ver=1&signature=XiNEn*aiXTTdtoywp2wzCO2xHAGztV27CGmhj0WsTU5BpNfQFjAQr2ojG19VbG0p4mbYZ7eRoDzdBnATIZHlajM9fBOxsZJkYX7p*anxnMw=	两个孩子的文艺妈妈，读书写字画画，这里有原创亲子漫画、专注0~6岁儿童行为心理认知、育儿路上感悟分享、邀您共读经典亲子好书、为您精心挑选母婴“心品”.育儿路即修行路，很荣幸，我们能同行!
MjM5NjY4Nzk4MA==	i陪娃	WLTNBCD	72.89	83.12	70.06	63.17	7170356.0	253	16116.0	227.0		我是芊儿妈，跟随美国妈妈的超赞育儿方法，从芊1岁起我们每天亲子游戏，阅读（现阅读量约4000本），旅行，这熊孩子很欢乐的同时也get到很多小技能，所以我每天孜孜不倦的搜罗全世界各种超级创意的亲子陪伴方式（图文并茂）咱们一起陪孩子疯玩到老。
MzA5MzA5MzQzNA==	Msrunning阿素	wwx_shoo	72.88	83.64	61.49	71.09	7915018.0	128	54292.0	104.0	http://mp.weixin.qq.com/rr?src=3&timestamp=1491293262&ver=1&signature=tM7plNm47p-m7JoyCSmYvypsw7kMG4Kq9ajbCxzighQlfTbZ2V9F6xXjJE1Et1aBbRD41jTJ-k78Aq3yBh31mbjDVThwe94g0t6mkwfwgyc=	爱玩爱美爱生活的媒体人，跟大家一起分享关于生活中的一切事物.
MzAxODA2NjI4OA==	妈妈宝宝club	mamabbclub	72.84	75.08	86.32	56.63	1558072.0	917	5909.0	0.0	http://open.weixin.qq.com/qr/code/?username=mamabbclub	嘘——&nbsp;这里没有别人。&nbsp;只有我们，&nbsp;妈妈。
MzA4NzA0NDIzMQ==	儿科医生鲍秀兰	xiehebaoxiulan	72.77	82.26	72.46	61.44	6073085.0	306	12315.0	8.0	http://open.weixin.qq.com/qr/code/?username=xiehebaoxiulan	北京协和医院儿科主任医师，中国协和医科大学儿科教授，中国优生优育协会理事和儿童发育专业委员会主任委员。乐于普及育儿知识、婴幼儿早教、早产儿早期干预等知识。
MzA4NzA0NDIzMQ==	儿科医生鲍秀兰	xiehebaoxiulan	72.77	82.26	72.46	61.44	6089710.0	306	12356.0	8.0	http://open.weixin.qq.com/qr/code/?username=xiehebaoxiulan	北京协和医院儿科主任医师，中国协和医科大学儿科教授，中国优生优育协会理事和儿童发育专业委员会主任委员。乐于普及育儿知识、婴幼儿早教、早产儿早期干预等知识。
MzA4NzA0NDIzMQ==	儿科医生鲍秀兰	xiehebaoxiulan	72.77	82.26	72.46	61.44	6089710.0	306	12356.0	8.0	http://open.weixin.qq.com/qr/code/?username=xiehebaoxiulan	北京协和医院儿科主任医师，中国协和医科大学儿科教授，中国优生优育协会理事和儿童发育专业委员会主任委员。乐于普及育儿知识、婴幼儿早教、早产儿早期干预等知识。
